Electricity Pricing [$],6h Prediction Electricity Pricing [$],12h Prediction Electricity Pricing [$],24h Prediction Electricity Pricing [$]
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.01
0.02,0.02,0.03,0.01
0.02,0.03,0.03,0.01
0.02,0.03,0.03,0.01
0.02,0.03,0.03,0.01
0.02,0.03,0.02,0.01
0.02,0.03,0.02,0.01
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.01,0.02
0.03,0.02,0.01,0.02
0.03,0.02,0.01,0.02
0.03,0.02,0.01,0.02
0.03,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.03
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.03,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.03,0.02,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.01,0.02,0
0.02,0.02,0.02,0
0.01,0.02,0.01,0
0.01,0.02,0.01,0.01
0.01,0.02,0.01,0.01
0.01,0.02,0.01,0.02
0.01,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0,0.01
0.02,0.01,0,0.01
0.01,0.01,0,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.02,0.01
0.01,0,0.01,0.01
0.01,0,0.01,0.01
0.01,0,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.02,0.01,0.01
0,0.01,0.01,0.01
0,0.01,0.01,0.01
0,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.01
0.01,0.01,0.02,0.01
0.01,0.01,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.02,0.03
0.02,0.01,0.02,0.03
0.02,0.01,0.02,0.03
0.02,0.01,0.02,0.03
0.02,0.01,0.02,0.03
0.02,0.01,0.02,0.03
0.02,0.02,0.02,0.03
0.01,0.02,0.02,0.03
0.01,0.02,0.02,0.03
0.01,0.02,0.02,0.03
0.01,0.02,0.02,0.03
0.01,0.02,0.02,0.03
0.02,0.02,0.03,0.04
0.02,0.02,0.03,0.04
0.02,0.02,0.03,0.04
0.02,0.02,0.03,0.04
0.02,0.02,0.03,0.04
0.02,0.02,0.03,0.04
0.02,0.03,0.03,0.04
0.02,0.03,0.03,0.03
0.02,0.03,0.03,0.03
0.02,0.03,0.03,0.03
0.02,0.03,0.03,0.03
0.02,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.04,0.02
0.03,0.04,0.04,0.02
0.03,0.04,0.03,0.02
0.03,0.04,0.03,0.02
0.03,0.04,0.03,0.02
0.03,0.04,0.03,0.02
0.03,0.04,0.03,0.02
0.04,0.04,0.03,0.02
0.04,0.03,0.03,0.02
0.04,0.03,0.03,0.02
0.04,0.03,0.03,0.02
0.04,0.03,0.03,0.02
0.04,0.03,0.02,0.02
0.04,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.01
0.01,0.01,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.01
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.01
0.02,0.02,0.02,0
0.02,0.02,0.02,0
0.02,0.02,0.02,0
0.02,0.02,0.02,0
0.02,0.02,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.02,0.01,0,0.02
0.02,0.01,0,0.01
0.02,0.01,0,0.01
0.02,0.02,0,0.02
0.01,0.02,0.01,0.01
0.01,0.01,0.01,0.02
0.01,0,0.02,0.02
0.01,0,0.02,0.02
0.01,0,0.02,0.02
0.02,0,0.02,0.02
0.02,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0,0.02,0.02,0.02
0,0.02,0.01,0.02
0,0.02,0.01,0.02
0,0.02,0.02,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.04
0.02,0.02,0.02,0.04
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.04,0.02
0.02,0.03,0.04,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.04,0.03,0.02
0.03,0.04,0.03,0.02
0.03,0.03,0.03,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.04,0.03,0.02,0.02
0.04,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.03
0.02,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.03,0.02
0.03,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.03,0.02,0.03,0.02
0.03,0.03,0.03,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.03,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.03
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.03,0.03,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.03,0.03,0.03
0.02,0.02,0.03,0.04
0.02,0.03,0.03,0.03
0.03,0.03,0.03,0.02
0.03,0.02,0.03,0.02
0.03,0.02,0.02,0.02
0.03,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.02,0.03,0.02
0.03,0.02,0.04,0.02
0.03,0.02,0.03,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.04,0.02,0.02
0.02,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.02,0.02,0.03
0.04,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.03,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.03,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.03,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.01,0.02
0.02,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
0.01,0.01,0.01,0.02
