Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
8,9,1,0,,,,28.45,0,0,0,101.6849705151515
8,10,1,0,,,,32.45,0,0,0,187.01140015151515
8,11,1,0,,,,30.65,0,0,0,249.73598621212125
8,12,1,0,,,,34.35,0,0,0,233.86726851515152
8,13,1,0,,,,34.3,0,0,0,311.69862515151516
8,14,1,0,,,,31.6,0,0,0,236.3008346969697
8,15,1,0,,,,33.9,0,0,0,285.6019318181818
8,16,1,0,,,,33.6,0,0,0,245.5686013030303
8,17,1,0,,,,21.6,0,0,0,306.5826936363637
8,18,1,0,,,,15.9,0,0,0,203.3116287878788
8,19,1,0,,,,16.35,0,0,0,132.26782266666666
8,20,1,0,,,,13.0,0,0,0,85.18648009090909
8,21,1,0,,,,14.35,0,0,0,38.75434763636363
8,22,1,0,,,,18.9,0,0,0,5.4424803636363634
8,23,1,0,,,,20.5,0,0,0,0.0
8,24,1,0,,,,20.05,0,0,0,0.0
8,1,2,0,,,,20.6,0,0,0,0.0
8,2,2,0,,,,20.05,0,0,0,0.0
8,3,2,0,,,,20.5,0,0,0,0.0
8,4,2,0,,,,20.1,0,0,0,0.0
8,5,2,0,,,,20.25,0,0,0,0.0
8,6,2,0,,,,19.7,0,0,0,0.0
8,7,2,0,,,,16.55,0,0,0,0.0
8,8,2,0,,,,16.7,0,0,0,0.0
8,9,2,0,,,,30.95,0,0,0,0.0
8,10,2,0,,,,36.45,0,0,0,0.0
8,11,2,0,,,,37.15,0,0,0,0.0
8,12,2,0,,,,35.95,0,0,0,0.0
8,13,2,0,,,,38.1,0,0,0,0.0
8,14,2,0,,,,38.75,0,0,0,0.0
8,15,2,0,,,,39.5,0,0,0,0.0
8,16,2,0,,,,36.65,0,0,0,0.0
8,17,2,0,,,,23.9,0,0,0,311.52757575757573
8,18,2,0,,,,17.8,0,0,0,205.72575757575757
8,19,2,0,,,,18.4,0,0,0,58.77878787878788
8,20,2,0,,,,18.45,0,0,0,41.14515151515151
8,21,2,0,,,,19.3,0,0,0,12.595454545454546
8,22,2,0,,,,20.75,0,0,0,0.8396969696969696
8,23,2,0,,,,20.65,0,0,0,0.0
8,24,2,0,,,,20.95,0,0,0,0.0
8,1,3,0,,,,20.5,0,0,0,0.0
8,2,3,0,,,,20.6,0,0,0,0.0
8,3,3,0,,,,20.45,0,0,0,0.0
8,4,3,0,,,,20.6,0,0,0,0.0
8,5,3,0,,,,20.45,0,0,0,0.0
8,6,3,0,,,,19.25,0,0,0,0.0
8,7,3,0,,,,16.55,0,0,0,35.26727272727273
8,8,3,0,,,,19.1,0,0,0,56.259696969696975
8,9,3,0,,,,35.6,0,0,0,144.4278787878788
8,10,3,0,,,,40.2,0,0,0,167.93939393939394
8,11,3,0,,,,41.65,0,0,0,45.343636363636364
8,12,3,0,,,,36.2,0,0,0,91.52696969696969
8,13,3,0,,,,37.8,0,0,0,73.05363636363636
8,14,3,0,,,,36.9,0,0,0,112.51939393939395
8,15,3,0,,,,36.45,0,0,0,138.54999999999998
8,16,3,0,,,,36.05,0,0,0,221.67999999999998
8,17,3,0,,,,29.7,0,0,0,290.5351515151515
8,18,3,0,,,,19.9,0,0,0,177.1760606060606
8,19,3,0,,,,18.4,0,0,0,67.17575757575759
8,20,3,0,,,,18.25,0,0,0,11.755757575757576
8,21,3,0,,,,20.55,0,0,0,2.519090909090909
8,22,3,0,,,,21.85,0,0,0,0.0
8,23,3,0,,,,21.55,0,0,0,0.0
8,24,3,0,,,,21.3,0,0,0,0.0
8,1,4,0,,,,20.65,0,0,0,0.0
8,2,4,0,,,,20.7,0,0,0,0.0
8,3,4,0,,,,20.45,0,0,0,0.0
8,4,4,0,,,,20.4,0,0,0,0.0
8,5,4,0,,,,20.3,0,0,0,0.0
8,6,4,0,,,,20.0,0,0,0,0.0
8,7,4,0,,,,18.25,0,0,0,7.557272727272727
8,8,4,0,,,,19.55,0,0,0,33.58787878787879
8,9,4,0,,,,33.55,0,0,0,126.79424242424243
8,10,4,0,,,,36.5,0,0,0,393.81787878787884
8,11,4,0,,,,28.55,0,0,0,430.76454545454544
8,12,4,0,,,,38.85,0,0,0,160.3821212121212
8,13,4,0,,,,38.9,0,0,0,113.35909090909091
8,14,4,0,,,,41.45,0,0,0,149.4660606060606
8,15,4,0,,,,41.55,0,0,0,130.99272727272725
8,16,4,0,,,,35.65,0,0,0,117.55757575757576
8,17,4,0,,,,16.15,0,0,0,142.74848484848485
8,18,4,0,,,,19.0,0,0,0,68.8551515151515
8,19,4,0,,,,17.9,0,0,0,37.78636363636364
8,20,4,0,,,,17.15,0,0,0,29.38939393939394
8,21,4,0,,,,18.3,0,0,0,15.114545454545453
8,22,4,0,,,,21.05,0,0,0,1.6793939393939392
8,23,4,0,,,,19.9,0,0,0,0.0
8,24,4,0,,,,20.4,0,0,0,0.0
8,1,5,0,,,,18.85,0,0,0,0.0
8,2,5,0,,,,19.75,0,0,0,0.0
8,3,5,0,,,,20.6,0,0,0,0.0
8,4,5,0,,,,20.4,0,0,0,0.0
8,5,5,0,,,,20.25,0,0,0,0.0
8,6,5,0,,,,18.95,0,0,0,0.0
8,7,5,0,,,,16.45,0,0,0,13.435151515151514
8,8,5,0,,,,18.5,0,0,0,48.70242424242424
8,9,5,0,,,,31.5,0,0,0,156.18363636363637
8,10,5,0,,,,35.65,0,0,0,131.83242424242422
8,11,5,0,,,,36.55,0,0,0,272.0618181818182
8,12,5,0,,,,38.9,0,0,0,388.77969696969694
8,13,5,0,,,,34.9,0,0,0,495.42121212121214
8,14,5,0,,,,39.45,0,0,0,357.7109090909091
8,15,5,0,,,,31.25,0,0,0,296.41303030303027
8,16,5,0,,,,31.65,0,0,0,252.74878787878785
8,17,5,0,,,,23.35,0,0,0,197.3287878787879
8,18,5,0,,,,13.15,0,0,0,158.70272727272726
8,19,5,0,,,,16.1,0,0,0,111.67969696969698
8,20,5,0,,,,13.7,0,0,0,121.7560606060606
8,21,5,0,,,,14.65,0,0,0,47.86272727272728
8,22,5,0,,,,15.9,0,0,0,11.755757575757576
8,23,5,0,,,,18.45,0,0,0,0.0
8,24,5,0,,,,20.55,0,0,0,0.0
8,1,6,0,,,,20.1,0,0,0,0.0
8,2,6,0,,,,20.35,0,0,0,0.0
8,3,6,0,,,,20.0,0,0,0,0.0
8,4,6,0,,,,17.85,0,0,0,0.0
8,5,6,0,,,,15.15,0,0,0,0.0
8,6,6,0,,,,18.5,0,0,0,0.0
8,7,6,0,,,,14.5,0,0,0,8.396969696969698
8,8,6,0,,,,16.15,0,0,0,34.42757575757575
8,9,6,0,,,,12.55,0,0,0,45.343636363636364
8,10,6,0,,,,12.25,0,0,0,59.618484848484854
8,11,6,0,,,,14.6,0,0,0,106.64151515151515
8,12,6,0,,,,12.7,0,0,0,94.88575757575758
8,13,6,0,,,,12.7,0,0,0,123.43545454545455
8,14,6,0,,,,16.3,0,0,0,189.77151515151516
8,15,6,0,,,,16.7,0,0,0,203.20666666666665
8,16,6,0,,,,16.6,0,0,0,131.83242424242422
8,17,6,0,,,,16.95,0,0,0,204.8860606060606
8,18,6,0,,,,15.0,0,0,0,232.5960606060606
8,19,6,0,,,,14.45,0,0,0,127.6339393939394
8,20,6,0,,,,12.35,0,0,0,84.80939393939394
8,21,6,0,,,,16.15,0,0,0,57.93909090909091
8,22,6,0,,,,13.05,0,0,0,8.396969696969698
8,23,6,0,,,,19.15,0,0,0,0.0
8,24,6,0,,,,20.1,0,0,0,0.0
8,1,7,0,,,,20.2,0,0,0,0.0
8,2,7,0,,,,20.1,0,0,0,0.0
8,3,7,0,,,,20.35,0,0,0,0.0
8,4,7,0,,,,20.2,0,0,0,0.0
8,5,7,0,,,,18.05,0,0,0,0.0
8,6,7,0,,,,18.3,0,0,0,0.0
8,7,7,0,,,,14.7,0,0,0,33.58787878787879
8,8,7,0,,,,13.45,0,0,0,143.58818181818182
8,9,7,0,,,,16.55,0,0,0,270.3824242424243
8,10,7,0,,,,16.4,0,0,0,459.3142424242424
8,11,7,0,,,,16.45,0,0,0,457.63484848484853
8,12,7,0,,,,16.35,0,0,0,530.6884848484849
8,13,7,0,,,,18.15,0,0,0,478.6272727272727
8,14,7,0,,,,20.35,0,0,0,516.4136363636364
8,15,7,0,,,,16.55,0,0,0,642.3681818181817
8,16,7,0,,,,17.15,0,0,0,514.7342424242424
8,17,7,0,,,,15.7,0,0,0,553.360303030303
8,18,7,0,,,,15.9,0,0,0,384.58121212121205
8,19,7,0,,,,16.1,0,0,0,470.23030303030305
8,20,7,0,,,,16.3,0,0,0,142.74848484848485
8,21,7,0,,,,16.45,0,0,0,68.01545454545455
8,22,7,0,,,,18.45,0,0,0,15.114545454545453
8,23,7,0,,,,16.6,0,0,0,0.0
8,24,7,0,,,,20.1,0,0,0,0.0
8,1,1,0,,,,20.3,0,0,0,0.0
8,2,1,0,,,,20.1,0,0,0,0.0
8,3,1,0,,,,16.35,0,0,0,0.0
8,4,1,0,,,,16.2,0,0,0,0.0
8,5,1,0,,,,15.1,0,0,0,0.0
8,6,1,0,,,,15.25,0,0,0,0.0
8,7,1,0,,,,15.85,0,0,0,19.313030303030303
8,8,1,0,,,,24.55,0,0,0,73.89333333333333
8,9,1,0,,,,52.2,0,0,0,181.37454545454545
8,10,1,0,,,,54.35,0,0,0,127.6339393939394
8,11,1,0,,,,60.55,0,0,0,151.14545454545456
8,12,1,0,,,,61.85,0,0,0,246.8709090909091
8,13,1,0,,,,65.85,0,0,0,350.15363636363634
8,14,1,0,,,,64.9,0,0,0,74.7330303030303
8,15,1,0,,,,65.8,0,0,0,148.62636363636364
8,16,1,0,,,,62.35,0,0,0,130.99272727272725
8,17,1,0,,,,45.2,0,0,0,176.33636363636361
8,18,1,0,,,,29.8,0,0,0,276.260303030303
8,19,1,0,,,,24.75,0,0,0,266.1839393939394
8,20,1,0,,,,22.9,0,0,0,94.88575757575758
8,21,1,0,,,,22.85,0,0,0,33.58787878787879
8,22,1,0,,,,19.35,0,0,0,2.519090909090909
8,23,1,0,,,,21.0,0,0,0,0.0
8,24,1,0,,,,21.25,0,0,0,0.0
8,1,2,0,,,,21.05,0,0,0,0.0
8,2,2,0,,,,20.9,0,0,0,0.0
8,3,2,0,,,,21.05,0,0,0,0.0
8,4,2,0,,,,20.7,0,0,0,0.0
8,5,2,0,,,,20.5,0,0,0,0.0
8,6,2,0,,,,20.75,0,0,0,0.0
8,7,2,0,,,,18.05,0,0,0,2.519090909090909
8,8,2,0,,,,31.0,0,0,0,17.633636363636366
8,9,2,0,,,,61.15,0,0,0,44.5039393939394
8,10,2,0,,,,65.05,0,0,0,110.00030303030303
8,11,2,0,,,,63.4,0,0,0,126.79424242424243
8,12,2,0,,,,59.0,0,0,0,242.67242424242426
8,13,2,0,,,,65.45,0,0,0,352.67272727272723
8,14,2,0,,,,64.85,0,0,0,259.46636363636367
8,15,2,0,,,,60.6,0,0,0,277.09999999999997
8,16,2,0,,,,57.7,0,0,0,256.1075757575757
8,17,2,0,,,,40.35,0,0,0,147.78666666666666
8,18,2,0,,,,29.2,0,0,0,78.09181818181818
8,19,2,0,,,,26.35,0,0,0,51.22151515151515
8,20,2,0,,,,30.95,0,0,0,47.86272727272728
8,21,2,0,,,,28.55,0,0,0,2.519090909090909
8,22,2,0,,,,22.35,0,0,0,0.0
8,23,2,0,,,,23.3,0,0,0,0.0
8,24,2,0,,,,20.95,0,0,0,0.0
8,1,3,0,,,,20.95,0,0,0,0.0
8,2,3,0,,,,21.1,0,0,0,0.0
8,3,3,0,,,,21.25,0,0,0,0.0
8,4,3,0,,,,20.4,0,0,0,0.0
8,5,3,0,,,,20.6,0,0,0,0.0
8,6,3,0,,,,20.8,0,0,0,0.0
8,7,3,0,,,,19.7,0,0,0,6.717575757575757
8,8,3,0,,,,26.25,0,0,0,24.35121212121212
8,9,3,0,,,,56.25,0,0,0,45.343636363636364
8,10,3,0,,,,61.4,0,0,0,104.12242424242426
8,11,3,0,,,,65.9,0,0,0,170.45848484848486
8,12,3,0,,,,64.55,0,0,0,271.22212121212124
8,13,3,0,,,,57.5,0,0,0,355.1918181818182
8,14,3,0,,,,67.8,0,0,0,439.1615151515152
8,15,3,0,,,,64.25,0,0,0,419.8484848484849
8,16,3,0,,,,63.05,0,0,0,429.0851515151515
8,17,3,0,,,,46.1,0,0,0,275.420606060606
8,18,3,0,,,,27.4,0,0,0,130.99272727272725
8,19,3,0,,,,25.9,0,0,0,120.91636363636363
8,20,3,0,,,,25.45,0,0,0,68.01545454545455
8,21,3,0,,,,26.6,0,0,0,36.1069696969697
8,22,3,0,,,,20.75,0,0,0,2.519090909090909
8,23,3,0,,,,21.2,0,0,0,0.0
8,24,3,0,,,,16.15,0,0,0,0.0
8,1,4,0,,,,19.8,0,0,0,0.0
8,2,4,0,,,,20.55,0,0,0,0.0
8,3,4,0,,,,17.6,0,0,0,0.0
8,4,4,0,,,,16.7,0,0,0,0.0
8,5,4,0,,,,20.7,0,0,0,0.0
8,6,4,0,,,,17.5,0,0,0,2.519090909090909
8,7,4,0,,,,17.25,0,0,0,23.51151515151515
8,8,4,0,,,,26.35,0,0,0,156.18363636363637
8,9,4,0,,,,57.9,0,0,0,221.67999999999998
8,10,4,0,,,,58.65,0,0,0,390.4590909090909
8,11,4,0,,,,60.3,0,0,0,576.0321212121213
8,12,4,0,,,,54.65,0,0,0,434.96303030303034
8,13,4,0,,,,60.2,0,0,0,656.6430303030302
8,14,4,0,,,,63.95,0,0,0,639.8490909090909
8,15,4,0,,,,59.2,0,0,0,632.2918181818183
8,16,4,0,,,,49.4,0,0,0,732.2157575757575
8,17,4,0,,,,31.2,0,0,0,429.92484848484844
8,18,4,0,,,,25.1,0,0,0,261.9854545454545
8,19,4,0,,,,24.2,0,0,0,246.03121212121215
8,20,4,0,,,,21.4,0,0,0,75.57272727272728
8,21,4,0,,,,18.85,0,0,0,26.870303030303027
8,22,4,0,,,,14.45,0,0,0,9.236666666666666
8,23,4,0,,,,17.0,0,0,0,0.0
8,24,4,0,,,,19.3,0,0,0,0.0
8,1,5,0,,,,16.8,0,0,0,0.0
8,2,5,0,,,,16.7,0,0,0,0.0
8,3,5,0,,,,19.2,0,0,0,0.0
8,4,5,0,,,,16.95,0,0,0,0.0
8,5,5,0,,,,16.65,0,0,0,0.0
8,6,5,0,,,,16.15,0,0,0,0.0
8,7,5,0,,,,16.25,0,0,0,13.435151515151514
8,8,5,0,,,,27.65,0,0,0,82.29030303030302
8,9,5,0,,,,48.65,0,0,0,245.19151515151515
8,10,5,0,,,,56.3,0,0,0,271.22212121212124
8,11,5,0,,,,60.95,0,0,0,496.2609090909091
8,12,5,0,,,,58.5,0,0,0,196.48909090909092
8,13,5,0,,,,64.0,0,0,0,336.7184848484849
8,14,5,0,,,,64.4,0,0,0,619.6963636363636
8,15,5,0,,,,67.15,0,0,0,501.29909090909086
8,16,5,0,,,,57.25,0,0,0,675.1163636363636
8,17,5,0,,,,41.25,0,0,0,632.2918181818183
8,18,5,0,,,,28.85,0,0,0,454.27606060606064
8,19,5,0,,,,26.25,0,0,0,234.27545454545455
8,20,5,0,,,,25.6,0,0,0,154.50424242424242
8,21,5,0,,,,27.0,0,0,0,73.89333333333333
8,22,5,0,,,,23.4,0,0,0,0.8396969696969696
8,23,5,0,,,,22.05,0,0,0,0.0
8,24,5,0,,,,21.55,0,0,0,0.0
8,1,6,0,,,,23.0,0,0,0,0.0
8,2,6,0,,,,23.05,0,0,0,0.0
8,3,6,0,,,,22.75,0,0,0,0.0
8,4,6,0,,,,22.4,0,0,0,0.0
8,5,6,0,,,,22.8,0,0,0,0.0
8,6,6,0,,,,23.05,0,0,0,0.0
8,7,6,0,,,,19.7,0,0,0,3.3587878787878784
8,8,6,0,,,,18.8,0,0,0,52.90090909090909
8,9,6,0,,,,18.95,0,0,0,94.0460606060606
8,10,6,0,,,,18.9,0,0,0,183.89363636363635
8,11,6,0,,,,20.3,0,0,0,486.18454545454546
8,12,6,0,,,,19.05,0,0,0,618.8566666666667
8,13,6,0,,,,18.8,0,0,0,793.5136363636362
8,14,6,0,,,,20.3,0,0,0,660.8415151515152
8,15,6,0,,,,20.6,0,0,0,570.1542424242424
8,16,6,0,,,,19.3,0,0,0,562.5969696969697
8,17,6,0,,,,20.9,0,0,0,615.4978787878788
8,18,6,0,,,,17.65,0,0,0,265.34424242424245
8,19,6,0,,,,22.55,0,0,0,90.68727272727273
8,20,6,0,,,,25.65,0,0,0,73.05363636363636
8,21,6,0,,,,28.55,0,0,0,17.633636363636366
8,22,6,0,,,,25.8,0,0,0,2.519090909090909
8,23,6,0,,,,21.55,0,0,0,0.0
8,24,6,0,,,,21.5,0,0,0,0.0
8,1,7,0,,,,22.6,0,0,0,0.0
8,2,7,0,,,,21.45,0,0,0,0.0
8,3,7,0,,,,21.6,0,0,0,0.0
8,4,7,0,,,,21.0,0,0,0,0.0
8,5,7,0,,,,21.5,0,0,0,0.0
8,6,7,0,,,,21.6,0,0,0,0.0
8,7,7,0,,,,19.65,0,0,0,5.038181818181818
8,8,7,0,,,,17.6,0,0,0,29.38939393939394
8,9,7,0,,,,17.5,0,0,0,92.36666666666666
8,10,7,0,,,,17.35,0,0,0,136.0309090909091
8,11,7,0,,,,18.25,0,0,0,282.9778787878788
8,12,7,0,,,,18.0,0,0,0,275.420606060606
8,13,7,0,,,,18.8,0,0,0,335.8787878787879
8,14,7,0,,,,19.8,0,0,0,508.01666666666665
8,15,7,0,,,,21.4,0,0,0,717.1012121212121
8,16,7,0,,,,25.8,0,0,0,203.20666666666665
